Sno,Accession ID,Description
457,PJOP01000002.1,"Klebsiella pneumoniae strain BA2908 NODE_2_length_323906_cov_13.6302_ID_3, whole genome shotgun sequence."
,,
458,PJOP01000003.1,"Klebsiella pneumoniae strain BA2908 NODE_3_length_322782_cov_20.0033_ID_5, whole genome shotgun sequence."
,,
459,NSEC01000001.1,"Klebsiella pneumoniae strain VB1347 NODE_1_length_379763_cov_26.4617_ID_1, whole genome shotgun sequence."
,,
460,NSEC01000002.1,"Klebsiella pneumoniae strain VB1347 NODE_2_length_310282_cov_17.534_ID_3, whole genome shotgun sequence."
,,
461,NSCV01000001.1,"Klebsiella pneumoniae strain VBA3720 NODE_1_length_344699_cov_36.6511_ID_1, whole genome shotgun sequence."
,,
462,NSCV01000002.1,"Klebsiella pneumoniae strain VBA3720 NODE_2_length_337743_cov_41.4812_ID_3, whole genome shotgun sequence."
,,
463,NQMT01000001.1,"Klebsiella pneumoniae strain KpIMS38 NODE_1_length_368502_cov_73.2417_ID_1, whole genome shotgun sequence."
,,
464,NQMT01000002.1,"Klebsiella pneumoniae strain KpIMS38 NODE_2_length_322528_cov_69.9462_ID_3, whole genome shotgun sequence."
,,
465,NRIS01000001.1,"Enterobacter cloacae strain EspIMS6 NODE_1_length_340399_cov_126.162_ID_1, whole genome shotgun sequence."
,,
466,NRIS01000002.1,"Enterobacter cloacae strain EspIMS6 NODE_2_length_335289_cov_104.182_ID_3, whole genome shotgun sequence."
,,
467,NRIS01000003.1,"Enterobacter cloacae strain EspIMS6 NODE_3_length_312472_cov_71.2439_ID_5, whole genome shotgun sequence."
,,
468,NRIS01000004.1,"Enterobacter cloacae strain EspIMS6 NODE_4_length_305921_cov_97.7792_ID_7, whole genome shotgun sequence."
,,
469,NMPY01000001.1,"Klebsiella quasipneumoniae strain DL5.4 NODE_1_length_323802_cov_57.7269_ID_1, whole genome shotgun sequence."
,,
470,NXFO01000001.1,"Klebsiella pneumoniae strain C22 NODE_1_length_337767_cov_34.5408_ID_1, whole genome shotgun sequence."
,,
471,NXFM01000001.1,"Klebsiella pneumoniae strain C17 NODE_1_length_388294_cov_36.3526_ID_1, whole genome shotgun sequence."
,,
472,NXFM01000002.1,"Klebsiella pneumoniae strain C17 NODE_2_length_355013_cov_41.1638_ID_3, whole genome shotgun sequence."
,,
473,NXFM01000003.1,"Klebsiella pneumoniae strain C17 NODE_3_length_337773_cov_47.7032_ID_5, whole genome shotgun sequence."
,,
474,NXFM01000004.1,"Klebsiella pneumoniae strain C17 NODE_4_length_319087_cov_33.7388_ID_7, whole genome shotgun sequence."
,,
475,NXFM01000005.1,"Klebsiella pneumoniae strain C17 NODE_5_length_300261_cov_29.7789_ID_9, whole genome shotgun sequence."
,,
476,NXFL01000001.1,"Klebsiella pneumoniae strain C16 NODE_1_length_328886_cov_28.1509_ID_1, whole genome shotgun sequence."
,,
477,NXFN01000001.1,"Klebsiella pneumoniae strain C18 NODE_1_length_526660_cov_35.8133_ID_1, whole genome shotgun sequence."
,,
478,NXFN01000002.1,"Klebsiella pneumoniae strain C18 NODE_2_length_337766_cov_46.2946_ID_3, whole genome shotgun sequence."
,,
479,NXFN01000003.1,"Klebsiella pneumoniae strain C18 NODE_3_length_309081_cov_30.7111_ID_5, whole genome shotgun sequence."
,,
480,NXFN01000004.1,"Klebsiella pneumoniae strain C18 NODE_4_length_300215_cov_31.3508_ID_7, whole genome shotgun sequence."
,,
481,NXFK01000001.1,"Klebsiella pneumoniae strain C15 NODE_1_length_526654_cov_46.6705_ID_1, whole genome shotgun sequence."
,,
482,NXFK01000002.1,"Klebsiella pneumoniae strain C15 NODE_2_length_388278_cov_50.1426_ID_3, whole genome shotgun sequence."
,,
483,NXFK01000003.1,"Klebsiella pneumoniae strain C15 NODE_3_length_337765_cov_64.5956_ID_5, whole genome shotgun sequence."
,,
484,NXFK01000004.1,"Klebsiella pneumoniae strain C15 NODE_4_length_332276_cov_37.3027_ID_7, whole genome shotgun sequence."
,,
485,NXFK01000005.1,"Klebsiella pneumoniae strain C15 NODE_5_length_300332_cov_41.1135_ID_9, whole genome shotgun sequence."
,,
486,NXFJ01000001.1,"Klebsiella pneumoniae strain C12 NODE_1_length_371873_cov_31.8036_ID_1, whole genome shotgun sequence."
,,
487,NXDU01000001.1,"Klebsiella pneumoniae strain C8 NODE_1_length_337753_cov_31.031_ID_1, whole genome shotgun sequence."
,,
488,NXDT01000001.1,"Klebsiella pneumoniae strain C7 NODE_1_length_555668_cov_41.4405_ID_1, whole genome shotgun sequence."
,,
489,NXDT01000002.1,"Klebsiella pneumoniae strain C7 NODE_2_length_326025_cov_36.2395_ID_3, whole genome shotgun sequence."
,,
490,NXDS01000001.1,"Klebsiella pneumoniae strain C6 NODE_1_length_354961_cov_47.0069_ID_1, whole genome shotgun sequence."
,,
491,NXDS01000002.1,"Klebsiella pneumoniae strain C6 NODE_2_length_337761_cov_54.5036_ID_3, whole genome shotgun sequence."
,,
492,NXDS01000003.1,"Klebsiella pneumoniae strain C6 NODE_3_length_300151_cov_34.3114_ID_5, whole genome shotgun sequence."
,,
493,NXDR01000001.1,"Klebsiella pneumoniae strain C5 NODE_1_length_526511_cov_57.1642_ID_1, whole genome shotgun sequence."
,,
494,NXDR01000002.1,"Klebsiella pneumoniae strain C5 NODE_2_length_337771_cov_71.9659_ID_3, whole genome shotgun sequence."
,,
495,NXDR01000003.1,"Klebsiella pneumoniae strain C5 NODE_3_length_333110_cov_47.3241_ID_5, whole genome shotgun sequence."
,,
496,NXDR01000004.1,"Klebsiella pneumoniae strain C5 NODE_4_length_300210_cov_51.0139_ID_7, whole genome shotgun sequence."
,,
497,NXDQ01000001.1,"Klebsiella pneumoniae strain C4 NODE_1_length_381015_cov_32.2298_ID_1, whole genome shotgun sequence."
,,
498,NXDQ01000002.1,"Klebsiella pneumoniae strain C4 NODE_2_length_337762_cov_44.989_ID_3, whole genome shotgun sequence."
,,
499,NWVU01000001.1,"Klebsiella pneumoniae strain C3 NODE_1_length_337759_cov_39.2647_ID_1, whole genome shotgun sequence."
,,
500,NWVU01000002.1,"Klebsiella pneumoniae strain C3 NODE_2_length_309015_cov_26.3921_ID_3, whole genome shotgun sequence."
,,
501,NWUP01000001.1,"Klebsiella pneumoniae strain C1 NODE_1_length_388289_cov_66.8655_ID_1, whole genome shotgun sequence."
,,
502,NWUP01000002.1,"Klebsiella pneumoniae strain C1 NODE_2_length_362641_cov_61.7161_ID_3, whole genome shotgun sequence."
,,
503,NWUP01000003.1,"Klebsiella pneumoniae strain C1 NODE_3_length_337772_cov_88.8787_ID_5, whole genome shotgun sequence."
,,
504,NWUP01000004.1,"Klebsiella pneumoniae strain C1 NODE_4_length_300183_cov_55.5975_ID_7, whole genome shotgun sequence."
,,
505,NTHS01000001.1,"Klebsiella pneumoniae strain BA2817 NODE_1_length_438626_cov_35.0434_ID_1, whole genome shotgun sequence."
,,
506,NTHS01000002.1,"Klebsiella pneumoniae strain BA2817 NODE_2_length_372369_cov_43.4598_ID_3, whole genome shotgun sequence."
,,
507,NTHS01000003.1,"Klebsiella pneumoniae strain BA2817 NODE_3_length_359486_cov_29.5128_ID_5, whole genome shotgun sequence."
,,
508,NTHS01000004.1,"Klebsiella pneumoniae strain BA2817 NODE_4_length_348458_cov_38.9368_ID_7, whole genome shotgun sequence."
,,
509,NTHS01000005.1,"Klebsiella pneumoniae strain BA2817 NODE_5_length_301792_cov_23.6574_ID_9, whole genome shotgun sequence."
,,
510,MZXR01000041.1,"Klebsiella pneumoniae strain OK8 jcf7180000003511, whole genome shotgun sequence."
,,
511,MZXR01000044.1,"Klebsiella pneumoniae strain OK8 jcf7180000003514, whole genome shotgun sequence."
,,
512,MZXR01000046.1,"Klebsiella pneumoniae strain OK8 jcf7180000003516, whole genome shotgun sequence."
,,
513,MZXR01000048.1,"Klebsiella pneumoniae strain OK8 jcf7180000003518, whole genome shotgun sequence."
,,
514,MZXR01000064.1,"Klebsiella pneumoniae strain OK8 jcf7180000003534, whole genome shotgun sequence."
,,
515,MIEJ01000109.1,"Klebsiella pneumoniae strain B16470 NODE_1_length_675306_cov_20.469_ID_1, whole genome shotgun sequence."
,,
516,MPCT01000001.1,"Klebsiella pneumoniae strain CMC_VB34444 NODE_1_length_458891_cov_27.028_ID_1, whole genome shotgun sequence."
,,
517,MNPG01000001.1,"Klebsiella pneumoniae strain PM138 NODE_1_length_561579_cov_23.0113_ID_1, whole genome shotgun sequence."
,,
518,MNPH01000001.1,"Klebsiella pneumoniae strain PM716 NODE_1_length_349692_cov_23.4308_ID_1, whole genome shotgun sequence."
,,
519,MNPF01000001.1,"Klebsiella pneumoniae strain PM1134 NODE_1_length_333549_cov_26.2964_ID_1, whole genome shotgun sequence."
,,
520,MNPE01000001.1,"Klebsiella pneumoniae strain PM5186 NODE_1_length_356605_cov_27.152_ID_1, whole genome shotgun sequence."
,,
521,MNPE01000002.1,"Klebsiella pneumoniae strain PM5186 NODE_2_length_354929_cov_24.0075_ID_3, whole genome shotgun sequence."
,,
522,MNPD01000001.1,"Klebsiella pneumoniae strain PM1995 NODE_1_length_756863_cov_32.0476_ID_1, whole genome shotgun sequence."
,,
523,MNPD01000002.1,"Klebsiella pneumoniae strain PM1995 NODE_2_length_415964_cov_23.5658_ID_3, whole genome shotgun sequence."
,,
524,MNPD01000003.1,"Klebsiella pneumoniae strain PM1995 NODE_3_length_391647_cov_28.0132_ID_5, whole genome shotgun sequence."
,,
525,MNPD01000004.1,"Klebsiella pneumoniae strain PM1995 NODE_4_length_383508_cov_25.5691_ID_7, whole genome shotgun sequence."
,,
526,MNPA01000001.1,"Klebsiella pneumoniae strain PM1168 NODE_1_length_467970_cov_18.1266_ID_1, whole genome shotgun sequence."
,,
527,MNPA01000002.1,"Klebsiella pneumoniae strain PM1168 NODE_2_length_337766_cov_21.2868_ID_3, whole genome shotgun sequence."
,,
528,MNPA01000003.1,"Klebsiella pneumoniae strain PM1168 NODE_3_length_307965_cov_19.2493_ID_5, whole genome shotgun sequence."
,,
529,MNPB01000001.1,"Klebsiella pneumoniae strain PM565 NODE_1_length_561557_cov_25.5044_ID_1, whole genome shotgun sequence."
,,
530,MNPB01000002.1,"Klebsiella pneumoniae strain PM565 NODE_2_length_320727_cov_19.9847_ID_3, whole genome shotgun sequence."
,,
531,MNPC01000001.1,"Klebsiella pneumoniae strain PM1842 NODE_1_length_532559_cov_22.8309_ID_1, whole genome shotgun sequence."
,,
532,MNPC01000002.1,"Klebsiella pneumoniae strain PM1842 NODE_2_length_304083_cov_29.9339_ID_3, whole genome shotgun sequence."
,,
533,MOXK01000098.1,"Klebsiella pneumoniae strain AWD5 Contig_(4191431-4512353), whole genome shotgun sequence."
,,
534,MOXM01000001.1,"Klebsiella pneumoniae strain CMC_VB13923 NODE_1_length_411924_cov_16.1179_ID_1, whole genome shotgun sequence."
,,
535,MOXN01000001.1,"Klebsiella pneumoniae strain CMC_VB5505 NODE_1_length_380916_cov_25.9251_ID_1, whole genome shotgun sequence."
,,
536,MOXN01000002.1,"Klebsiella pneumoniae strain CMC_VB5505 NODE_2_length_356614_cov_26.7178_ID_3, whole genome shotgun sequence."
,,
537,MOXN01000003.1,"Klebsiella pneumoniae strain CMC_VB5505 NODE_3_length_354732_cov_23.0484_ID_5, whole genome shotgun sequence."
,,
538,MOXN01000004.1,"Klebsiella pneumoniae strain CMC_VB5505 NODE_4_length_354467_cov_13.4958_ID_7, whole genome shotgun sequence."
,,
539,MOXN01000005.1,"Klebsiella pneumoniae strain CMC_VB5505 NODE_5_length_331840_cov_18.8178_ID_9, whole genome shotgun sequence."
,,
540,MOXL01000001.1,"Klebsiella pneumoniae strain CMC_VB35168 NODE_1_length_566554_cov_39.316_ID_1, whole genome shotgun sequence."
,,
541,MOXL01000002.1,"Klebsiella pneumoniae strain CMC_VB35168 NODE_2_length_460705_cov_31.7003_ID_3, whole genome shotgun sequence."
,,
542,MOXL01000003.1,"Klebsiella pneumoniae strain CMC_VB35168 NODE_3_length_450685_cov_29.7904_ID_5, whole genome shotgun sequence."
,,
543,MOXL01000004.1,"Klebsiella pneumoniae strain CMC_VB35168 NODE_4_length_388246_cov_40.6549_ID_7, whole genome shotgun sequence."
,,
544,MOXL01000005.1,"Klebsiella pneumoniae strain CMC_VB35168 NODE_5_length_337756_cov_52.7208_ID_9, whole genome shotgun sequence."
,,
545,MOXL01000006.1,"Klebsiella pneumoniae strain CMC_VB35168 NODE_6_length_334094_cov_38.4641_ID_11, whole genome shotgun sequence."
,,
546,MDZG01000053.1,"Klebsiella pneumoniae strain CMC_VB4175 NODE_1_length_385589_cov_15.9715_ID_1, whole genome shotgun sequence."
,,
547,MDZG01000064.1,"Klebsiella pneumoniae strain CMC_VB4175 NODE_2_length_356620_cov_24.4894_ID_3, whole genome shotgun sequence."
,,
548,MDZG01000075.1,"Klebsiella pneumoniae strain CMC_VB4175 NODE_3_length_354943_cov_21.1732_ID_5, whole genome shotgun sequence."
,,
549,MDZG01000086.1,"Klebsiella pneumoniae strain CMC_VB4175 NODE_4_length_332354_cov_13.2858_ID_7, whole genome shotgun sequence."
,,
550,MBQC01000055.1,"Klebsiella pneumoniae strain B3639 NODE_1_length_642453_cov_38.4057_ID_1, whole genome shotgun sequence."
,,
551,MBQC01000066.1,"Klebsiella pneumoniae strain B3639 NODE_2_length_385944_cov_31.9014_ID_3, whole genome shotgun sequence."
,,
552,MBQC01000077.1,"Klebsiella pneumoniae strain B3639 NODE_3_length_349609_cov_41.7833_ID_5, whole genome shotgun sequence."
,,
553,MBQC01000088.1,"Klebsiella pneumoniae strain B3639 NODE_4_length_327622_cov_47.3393_ID_7, whole genome shotgun sequence."
,,
554,MCFQ01000111.1,"Klebsiella pneumoniae strain B20143 NODE_1_length_561602_cov_24.3368_ID_1, whole genome shotgun sequence."
,,
555,MCFQ01000149.1,"Klebsiella pneumoniae strain B20143 NODE_2_length_320302_cov_17.3983_ID_3, whole genome shotgun sequence."
,,
556,MCFP01000111.1,"Klebsiella pneumoniae strain B20038 NODE_1_length_379942_cov_24.5411_ID_1, whole genome shotgun sequence."
,,
557,MCFO01000083.1,"Klebsiella pneumoniae strain B1647 NODE_1_length_337597_cov_19.5698_ID_1, whole genome shotgun sequence."
,,
558,MBFY01000099.1,"Klebsiella pneumoniae strain B3789 NODE_1_length_301124_cov_19.916_ID_1, whole genome shotgun sequence."
,,
559,LZPA01000599.1,"Klebsiella pneumoniae strain B9888 NODE_1_length_327728_cov_11.5621_ID_1, whole genome shotgun sequence."
,,
560,LZYA01000011.1,"Klebsiella pneumoniae strain BA253 NODE_1_length_450655_cov_45.3261_ID_1, whole genome shotgun sequence."
,,
561,LZYA01000022.1,"Klebsiella pneumoniae strain BA253 NODE_2_length_440707_cov_37.2757_ID_3, whole genome shotgun sequence."
,,
562,LZYA01000033.1,"Klebsiella pneumoniae strain BA253 NODE_3_length_321707_cov_38.448_ID_5, whole genome shotgun sequence."
,,
563,LYYE01000111.1,"Klebsiella pneumoniae strain B7868 NODE_1_length_556922_cov_11.2905_ID_1, whole genome shotgun sequence."
,,
564,LYYE01000222.1,"Klebsiella pneumoniae strain B7868 NODE_2_length_501137_cov_12.3456_ID_3, whole genome shotgun sequence."
,,
565,LZYN01000111.1,"Klebsiella pneumoniae strain BA41763 NODE_1_length_515287_cov_12.776_ID_1, whole genome shotgun sequence."
,,
566,LYYE01000333.1,"Klebsiella pneumoniae strain B7868 NODE_3_length_490003_cov_16.8692_ID_5, whole genome shotgun sequence."
,,
567,LZYN01000222.1,"Klebsiella pneumoniae strain BA41763 NODE_2_length_399305_cov_12.8243_ID_3, whole genome shotgun sequence."
,,
568,LYYE01000444.1,"Klebsiella pneumoniae strain B7868 NODE_4_length_366180_cov_12.2211_ID_7, whole genome shotgun sequence."
,,
569,LYYE01000521.1,"Klebsiella pneumoniae strain B7868 NODE_5_length_361825_cov_16.3631_ID_9, whole genome shotgun sequence."
,,
570,LYYE01000532.1,"Klebsiella pneumoniae strain B7868 NODE_6_length_327107_cov_15.3925_ID_11, whole genome shotgun sequence."
